Assignment_ID;DB_Status;Assignment_Status;Assignment_Time_Stamp;DB_Status_Date_Active;DB_Status_Date_Inactive
AID_20260105T163625742656Z_2UIRZZQFIFFH;Inactive;OPEN;05-01-2026 16:36;05-01-2026 16:36;2026-01-06 12:31:33
AID_20260105T163625770069Z_VFWRBBFFNNHK;Inactive;OPEN;05-01-2026 16:36;05-01-2026 16:36;2026-01-06 12:31:34
AID_20260105T163625791173Z_UIVON6EAEZES;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625814586Z_ERKZWMWAL5H7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625836522Z_J76UHLVTRZHE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625864058Z_5B6MRSWJYBG2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625885427Z_CREAW2AJVVAE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625910449Z_LVUBQ5BEXBDL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625935024Z_JBDSQZU6URBY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625960176Z_WUOFJVLW7JCT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625982003Z_62YSPX66GNFT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626006494Z_CMA4SDMAAVD4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626026713Z_SANKZ7CVJZDI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626051396Z_SBXQRJ6IYRF4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626072934Z_FHSDBS4PW5EK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626098635Z_A65YHSN6IRBR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626125101Z_44XSW5KTYBCY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626148837Z_4PYB4GUQ2BBH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626170128Z_BLPU5KUOWZCH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626192951Z_KRLNSIF2RVF7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626212226Z_W47W3P5OXZCW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626237449Z_R6CL4X5SKJAZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626261327Z_H6QAC54NUBAO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626294854Z_SO3DDH6DVVH5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626325250Z_7IICYWLU4BCW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626352195Z_ZNSN7WNSONAU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626380367Z_6NHAUARK7JHY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626402204Z_KN4SPUFF3BEJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626427662Z_ZUOHHJ7A6FHL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626449774Z_U43FGNCQZBA6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626478379Z_OOTUZSEM65C2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626504704Z_6FIMZGFXXBH2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626530640Z_ISXTJ3OQ6RET;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626555997Z_Q2ZNYEGEDZAY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626579859Z_Q2ZELFIIPRC3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626607924Z_PPONEKTIMZGQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626635950Z_5B7725F3IZDI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626658285Z_OMC3V5X7WZB2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626686569Z_OZ6KM7FEJVDF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626716599Z_ONNPDER6MZH5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626751580Z_NDUSTVYU3ZEH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626782988Z_XIKWTJW2ZJFR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626813972Z_PHIJPZFBLFDB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626842169Z_NUCTLDNRCJHJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626871570Z_35L4I7VIYRAA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626900501Z_GS2GAA2WPRCP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626929923Z_NJI42QEPGFFB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626957703Z_K6EHTNN36JAS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163626987643Z_BNOEHJUJN5E7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627014802Z_DPXFYFS2ANAW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627042687Z_U42L7T623JG7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627071852Z_GATISN2BNNGP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627100009Z_URXNGQJUOBFJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627133464Z_C4Z6FWR77FBP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627163609Z_RAQSQHYDYZCZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627193435Z_NMYCTRPBYRAU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627225169Z_SHQ4XKF3B5EM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627255325Z_7SZUEFAUVBB7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627338571Z_IHCKFKZR6JEE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627378922Z_V6ZOHDTSIVCB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627410845Z_XJUL4CAK5ZGC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627441504Z_PEH4E574MVEJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627472288Z_3DLPZEUW5ZBA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627499852Z_SYJZ5DNDPZDK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627536946Z_XESYYDUQJJDK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627567584Z_HCTO6JWWCBD3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627598886Z_BCQ6EX5NCVFM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627631708Z_PAZZL2263NEM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627664942Z_DE6COM7YCJHV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627700384Z_DMCNJPQYSRE3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627734466Z_U5DJ6GLAFVFI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627768387Z_IONBVHEJFRCN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627799037Z_TCAXCB4BZRC6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627834945Z_CKBSK6W6NRCI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627886887Z_NIUQL64A3BDR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627933265Z_ACTFRABYSVAW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163627976008Z_SBWZ2CPSBRDQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628023225Z_6KM3N37IAVBJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628068613Z_GJ64T7SWUFFH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628110388Z_M43HPOY6WBGF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628157114Z_DF3DRFGSAFHS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628197435Z_CZMM7FH3ZFCF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628233897Z_N6CG4KKLFFD2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628272841Z_LYNSECYYZ5EH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628309963Z_ZC7GJRJGDFFZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628350102Z_W57SJ6OJVVCP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628389214Z_EXZ4MCGJAZC6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628426168Z_QB4YPI57O5EB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628467549Z_ERPEPUKH2REP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628506741Z_77MFRJIVBZEQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628544052Z_SEC6VBVBJ5DD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628583106Z_GROKD4L5WZDE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628621223Z_U5FWSAQEEVCT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628667533Z_MUSHRGN7QVCW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628707598Z_T3REUYHXVRCA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628743411Z_ST7P6VNEVNCF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628782517Z_VO2ULACU2RFH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628821338Z_BDAXWKWBHJH7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628863707Z_KF26KLPBRNAK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628906605Z_ZPTV7HRJPNAH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628945200Z_QHE2MXLM2FGH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163628983858Z_7TKR7LUEOBB3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629079788Z_CEN7N5N5LFGZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629122013Z_QY6WEVWTFJCB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629159781Z_Z53OG6P4YJFD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629199540Z_GKG6IUWCFBA3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629241831Z_35ABO4MFSFCL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629284539Z_SNVAEDZMI5GH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629327157Z_YU3DD2G5CJHV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629370066Z_FAYKGTA52NFV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629412584Z_FQY4GHVPEJH4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629454489Z_G6RCM74KMFCZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629496252Z_BQENFOWO2RCW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629538437Z_BSO2XFWUHBDP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629577811Z_G4WBCUV6RZCG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629624317Z_PPNNMC4KT5BD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629667352Z_CIB4MTQBM5BU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629707886Z_NZ3CPI3LRJFN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629751629Z_DNOBF2A2G5DL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629793854Z_ANT3XNUROJBG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629839408Z_GY3JXYAMAZFC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629882962Z_MCJ55CFWE5EP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629924086Z_IK6HOECK3RCP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163629966941Z_GK2RXIWFSJHP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630015543Z_BPZ42FHJ2VCD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630057579Z_XJCKDIO3GFHQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630104988Z_6KYY2VJ6I5ES;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630150849Z_E2TAFW3N4RC4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630200133Z_AE2LQBF7OFE2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630246172Z_UMKK2R7PUFDT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630291814Z_3XNIAZ53HZAN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630339517Z_QZJB6TE7F5DB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630387201Z_V4GKJWPVONDW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630433988Z_PZPND2RUPZEV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630481453Z_RDR3RQMLCJGB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630527385Z_EGBQOFIIXRCI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630582782Z_XTLEO7CKTJFH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630636902Z_WX3TIQD5KVFD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630694135Z_USQ2ORJNE5DK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630806125Z_NTP63H2P6RHB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630856630Z_ZOFG32J44JFS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630906199Z_DSYCGAS7F5GR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163630955945Z_QQRP6UQNPVHR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631004510Z_4ODKOAQ4CBHW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631057085Z_7DYO7N7YCNC4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631109809Z_EFOZPFJ47NEW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631162850Z_TCMH6MMDRNH3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631220796Z_DO6RIPCV3NFN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631277474Z_42HNNXVNZ5GU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631334667Z_RWBVMNAOJZGD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631387476Z_CARHEGTBKRDR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631441296Z_HEY2BG6GBFCF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631492530Z_TYWQYVJ2JBFE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631543289Z_ASGD6PG2FRFY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631592066Z_RA3VWIPXMRDA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631639626Z_RU5ACW7XERCC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631690528Z_JL7Q6A5FT5CW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631744678Z_QZJUQDVPNZHS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631811857Z_RTYQIMUN3ZHM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631876020Z_FBF56V3DSBHV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631933642Z_23CZBDCTFFH4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163631985467Z_H3OHNQMZDBGR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632039472Z_4PSZOPJCIJA4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632093855Z_EKUE3GUDVFGG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632145590Z_EV7AJNJKNNBH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632197739Z_UM5PB5NLXNHS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632248910Z_MVE7CECARNEK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632302273Z_FVGMPE4QXZGS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632353823Z_3UXSAUDQ4NDJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632450683Z_ZK6EA2LUCVEI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632527874Z_UF4SKXQAXNGF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632580522Z_2MOWUQDSWRGX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632634013Z_Y3N7HGTANJEB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632700371Z_QGLLQMYGZ5ER;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632784540Z_SAIJUBTRGVBF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632845862Z_FXSAPQVPEZD6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632903574Z_JRDY26YJ4RGI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163632959052Z_DCY2OQITUBHP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633016376Z_6SKNLVEVUVGG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633070928Z_6AJXAC6QCZEO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633133230Z_QWH2TTF2L5AZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633186064Z_6JAD2SNPHVB5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633242303Z_FPHAG233T5ER;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633296204Z_BJAJT6RGBJHG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633349851Z_J4NF46S35JHS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633464133Z_HAVEFNBUDJFI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633520202Z_GWJ6IWZWUZB6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633577052Z_DAA6UI3UCVFV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633633791Z_6C3XCTYOW5HM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633691315Z_ZRJJAMDLONE2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633750638Z_NTRTHJUA2NA3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633811052Z_LEMIKLAVKRF6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633873551Z_N72NU2LMW5HG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633935897Z_UMTZV2VVQVEI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163633993151Z_R2XDGEVKHVE6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634048216Z_7MPUMJW6HVAS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634106691Z_WFKWKE7FGVAJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634167394Z_MF2I7RAZSJEQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634224527Z_573SFSA6Q5DF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634286294Z_CPVTWUPQOREU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634346100Z_PUGJ7ZM44FBZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634409811Z_RCFKYAWFSBEL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634466637Z_XLJRSWRXXFDY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634526364Z_AFEEBKEDKJHX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634586862Z_OE6K6XGBMRFZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634653728Z_TSFERP3HNBAO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634715195Z_WZHCWTIJGJA7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634777388Z_UP4JKAH4AFEQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634840604Z_75K535ZBZRBR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634907115Z_GTDVJTCEVRF2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163634969987Z_AHDOZKGNFNAV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
