Connector_ID;Assignment_ID;DB_Status;SOB_ID;Connection_Status;Connection_Time_Stamp;DB_Status_Date_Active;DB_Status_Date_Inactive
CONN_20260105T163625649863Z_56NQX2FJHRBB;AID_20260105T163625645923Z_J4HYV6TKPZHG;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625674194Z_LTN7JTN3MVE4;AID_20260105T163625671296Z_NHGYVWACHZHO;Active;SOB_20260105T163218717388Z_2ZPSUKPVIZEV;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625675661Z_LGMQRBQ63JGS;AID_20260105T163625671296Z_NHGYVWACHZHO;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625697932Z_Y3OEVZEYVVEP;AID_20260105T163625694594Z_IUAFJ56QHRGG;Active;SOB_20260105T163218717564Z_OQVVHJDDQZHC;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625699581Z_Q2CI77ADEJBU;AID_20260105T163625694594Z_IUAFJ56QHRGG;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625724989Z_VE4SSTU3ZVFH;AID_20260105T163625722180Z_IKQYOXRCV5GO;Active;SOB_20260105T163218717746Z_WKLD5TTAD5GL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625726793Z_DPWC547VYFGI;AID_20260105T163625722180Z_IKQYOXRCV5GO;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625748975Z_O5KJDMO45ZCQ;AID_20260105T163625742656Z_2UIRZZQFIFFH;Active;SOB_20260105T163218717926Z_6XXS7UVXWZHG;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625750847Z_UYSXGEYHCFBJ;AID_20260105T163625742656Z_2UIRZZQFIFFH;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625772239Z_4IHPBOAVHNHQ;AID_20260105T163625770069Z_VFWRBBFFNNHK;Active;SOB_20260105T163218718114Z_HBUYLHNR3JE2;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625773422Z_2K6H6NV6TVG2;AID_20260105T163625770069Z_VFWRBBFFNNHK;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625793668Z_BLFZHWOKVZE5;AID_20260105T163625791173Z_UIVON6EAEZES;Active;SOB_20260105T163218718347Z_SFE3VBX7LNEU;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625795702Z_4JNL5YZQJ5GA;AID_20260105T163625791173Z_UIVON6EAEZES;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625817701Z_5TFHS7UNDZEV;AID_20260105T163625814586Z_ERKZWMWAL5H7;Active;SOB_20260105T163218718508Z_ECRYDVMPTFHT;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625820281Z_H4RS2JI7ZJG7;AID_20260105T163625814586Z_ERKZWMWAL5H7;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625840826Z_MEO6H2GCIBGS;AID_20260105T163625836522Z_J76UHLVTRZHE;Active;SOB_20260105T163218718669Z_USWEWSUI7BBT;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625843126Z_ZDE5RP3RL5GH;AID_20260105T163625836522Z_J76UHLVTRZHE;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625866489Z_WBLADDFZHZFY;AID_20260105T163625864058Z_5B6MRSWJYBG2;Active;SOB_20260105T163218718833Z_NNKTBFC5ABA6;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625868356Z_KPBRU5OXJRDD;AID_20260105T163625864058Z_5B6MRSWJYBG2;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625888914Z_GQ2S4VELINA6;AID_20260105T163625885427Z_CREAW2AJVVAE;Active;SOB_20260105T163218719001Z_X3DAA3PLZVG2;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625890278Z_WEVCSPLDPFBG;AID_20260105T163625885427Z_CREAW2AJVVAE;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625913506Z_ZBQ3P43XSRGS;AID_20260105T163625910449Z_LVUBQ5BEXBDL;Active;SOB_20260105T163218719165Z_SGFIXJEPKBEZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625915209Z_4AZN6BOYPVFJ;AID_20260105T163625910449Z_LVUBQ5BEXBDL;Active;SOB_20260105T163329798988Z_GWUWABPCBZAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625938861Z_CYSLXJGRMZCT;AID_20260105T163625935024Z_JBDSQZU6URBY;Active;SOB_20260105T163218719329Z_QKLAJQHQPZDJ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625940436Z_FAF25IG2DFC4;AID_20260105T163625935024Z_JBDSQZU6URBY;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625962946Z_RNZNYHGAIJGA;AID_20260105T163625960176Z_WUOFJVLW7JCT;Active;SOB_20260105T163218719495Z_HQNQUSSIYVFL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625964452Z_Z3JXPZDF6RAP;AID_20260105T163625960176Z_WUOFJVLW7JCT;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625983917Z_2KCKCN77EJCF;AID_20260105T163625982003Z_62YSPX66GNFT;Active;SOB_20260105T163218719661Z_ZLA6ZG3IQNCK;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163625985416Z_4XY7A2FXSJHS;AID_20260105T163625982003Z_62YSPX66GNFT;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626008416Z_BOB6NIG67RET;AID_20260105T163626006494Z_CMA4SDMAAVD4;Active;SOB_20260105T163218719822Z_PIEXLOBOZND4;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626009658Z_LBXOY4QG4VFL;AID_20260105T163626006494Z_CMA4SDMAAVD4;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626029745Z_F7VHL6C3KBDL;AID_20260105T163626026713Z_SANKZ7CVJZDI;Active;SOB_20260105T163218719988Z_JMZ5WCG4W5GV;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626031264Z_3PIZ3FVUIJFQ;AID_20260105T163626026713Z_SANKZ7CVJZDI;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626054574Z_BVOSCE3P5RH6;AID_20260105T163626051396Z_SBXQRJ6IYRF4;Active;SOB_20260105T163218720144Z_V5OM22YJ6JEJ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626055876Z_UWVTUBGEGNFJ;AID_20260105T163626051396Z_SBXQRJ6IYRF4;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626075866Z_2YVKV7HIHRCT;AID_20260105T163626072934Z_FHSDBS4PW5EK;Active;SOB_20260105T163218720292Z_MGIJNNVZARCY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626077557Z_E6642OKNIBEE;AID_20260105T163626072934Z_FHSDBS4PW5EK;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626102566Z_FPF2ABID5ZDZ;AID_20260105T163626098635Z_A65YHSN6IRBR;Active;SOB_20260105T163218720451Z_FVFQ7ZE5SZBN;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626104639Z_QFSGEOR43JAR;AID_20260105T163626098635Z_A65YHSN6IRBR;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626129303Z_TZGD457XZVAL;AID_20260105T163626125101Z_44XSW5KTYBCY;Active;SOB_20260105T163218720603Z_CWSJOIBUKFCR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626130947Z_6MUTMY6NNVAN;AID_20260105T163626125101Z_44XSW5KTYBCY;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626150790Z_44WIZGLPJRGT;AID_20260105T163626148837Z_4PYB4GUQ2BBH;Active;SOB_20260105T163218720750Z_CC42T2K3LBGU;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626152426Z_JJ3QKUGJ7NBA;AID_20260105T163626148837Z_4PYB4GUQ2BBH;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626172680Z_CPCLPBYHGFFS;AID_20260105T163626170128Z_BLPU5KUOWZCH;Active;SOB_20260105T163218720902Z_K2NKAWJZ65E2;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626174047Z_G362JMLAFZE4;AID_20260105T163626170128Z_BLPU5KUOWZCH;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626195772Z_F7Z5EU74AZEX;AID_20260105T163626192951Z_KRLNSIF2RVF7;Active;SOB_20260105T163218721052Z_67P3R77AIZEW;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626197207Z_53PDVHLLHNH3;AID_20260105T163626192951Z_KRLNSIF2RVF7;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626214725Z_WTJLEL5G6NH6;AID_20260105T163626212226Z_W47W3P5OXZCW;Active;SOB_20260105T163218721208Z_NQHQU5DBWNDY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626216057Z_PSHKYIMWY5HH;AID_20260105T163626212226Z_W47W3P5OXZCW;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626239743Z_SBMIWED2EZCI;AID_20260105T163626237449Z_R6CL4X5SKJAZ;Active;SOB_20260105T163218721362Z_SXCAGNYQSNDR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626241046Z_OB2FR7GNDRAR;AID_20260105T163626237449Z_R6CL4X5SKJAZ;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626265654Z_XO52DEY2A5F6;AID_20260105T163626261327Z_H6QAC54NUBAO;Active;SOB_20260105T163218721514Z_TT2FVQE6MVED;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626267076Z_MQH4WRWSTVGB;AID_20260105T163626261327Z_H6QAC54NUBAO;Active;SOB_20260105T163329799234Z_PSQBXI5T2BA3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626299171Z_TZM5HHBGHFBU;AID_20260105T163626294854Z_SO3DDH6DVVH5;Active;SOB_20260105T163218721666Z_NOVERUIJM5EB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626300736Z_OCUH4TNCDRBR;AID_20260105T163626294854Z_SO3DDH6DVVH5;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626328272Z_MJKCZJEUMZHD;AID_20260105T163626325250Z_7IICYWLU4BCW;Active;SOB_20260105T163218721818Z_6JCJSVZSUVCG;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626329982Z_TEJIBBDF2NAD;AID_20260105T163626325250Z_7IICYWLU4BCW;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626355680Z_4E3UEFZ3H5FZ;AID_20260105T163626352195Z_ZNSN7WNSONAU;Active;SOB_20260105T163218721977Z_6V3ZPBZG5BFI;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626357269Z_ICYZZKPS25G6;AID_20260105T163626352195Z_ZNSN7WNSONAU;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626382635Z_4GPA3O6OFVEH;AID_20260105T163626380367Z_6NHAUARK7JHY;Active;SOB_20260105T163218722126Z_N6NK3NJOMJBW;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626383902Z_F662EQ7KEVDI;AID_20260105T163626380367Z_6NHAUARK7JHY;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626405140Z_YAAMZH5FNVCH;AID_20260105T163626402204Z_KN4SPUFF3BEJ;Active;SOB_20260105T163218722274Z_OOQI4543E5G6;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626406417Z_OCSRMF4JJJB5;AID_20260105T163626402204Z_KN4SPUFF3BEJ;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626430490Z_UXMBLX3Y5NFJ;AID_20260105T163626427662Z_ZUOHHJ7A6FHL;Active;SOB_20260105T163218722427Z_UFM545447JGZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626431785Z_2I23664WCFFO;AID_20260105T163626427662Z_ZUOHHJ7A6FHL;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626453252Z_5CYEUF6RGFEH;AID_20260105T163626449774Z_U43FGNCQZBA6;Active;SOB_20260105T163218722576Z_Y3K7C7SSUJBW;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626455966Z_OLY24XHW4RBM;AID_20260105T163626449774Z_U43FGNCQZBA6;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626481102Z_LQDRK724VFDW;AID_20260105T163626478379Z_OOTUZSEM65C2;Active;SOB_20260105T163218722734Z_JN5FFMXL4NF5;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626482595Z_XAU5VMXI6FHI;AID_20260105T163626478379Z_OOTUZSEM65C2;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626507009Z_4H3VVRPQWVEU;AID_20260105T163626504704Z_6FIMZGFXXBH2;Active;SOB_20260105T163218722890Z_Z2QJU6C4LVGU;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626508306Z_ZTEUWC5XH5FD;AID_20260105T163626504704Z_6FIMZGFXXBH2;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626532871Z_LAK2NPYD6RBC;AID_20260105T163626530640Z_ISXTJ3OQ6RET;Active;SOB_20260105T163218723043Z_XTBXAOKR4JA5;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626534064Z_BYSS3XKBBJCW;AID_20260105T163626530640Z_ISXTJ3OQ6RET;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626557991Z_3VBO5OSVLFEF;AID_20260105T163626555997Z_Q2ZNYEGEDZAY;Active;SOB_20260105T163218723196Z_HY345ACIIZBC;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626559131Z_PR5SRP7OTZHE;AID_20260105T163626555997Z_Q2ZNYEGEDZAY;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626582399Z_JLNX4PEOIFEF;AID_20260105T163626579859Z_Q2ZELFIIPRC3;Active;SOB_20260105T163218723353Z_RHJXNFPISNAA;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626583789Z_536YXQYQT5HT;AID_20260105T163626579859Z_Q2ZELFIIPRC3;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626611749Z_MCWZPITFU5GW;AID_20260105T163626607924Z_PPONEKTIMZGQ;Active;SOB_20260105T163218723511Z_I5O7JP5RGVDW;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626613611Z_67NGJSOGOVE4;AID_20260105T163626607924Z_PPONEKTIMZGQ;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626638974Z_UEOHVH6YKBFE;AID_20260105T163626635950Z_5B7725F3IZDI;Active;SOB_20260105T163218723676Z_2PWPS6H6E5HS;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626640347Z_GEGM2HWQWFAZ;AID_20260105T163626635950Z_5B7725F3IZDI;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626660338Z_QB2ZD6WBEZGA;AID_20260105T163626658285Z_OMC3V5X7WZB2;Active;SOB_20260105T163218723838Z_CWTXZNLP45DX;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
